case_id,spec_id,split,scenario,fixture_seed,generation_contract,expected,state,result
n1_r000,HS_n1_b1,DEV,change_k,29110000,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r061,HS_n2_b1,DEV,longer_legal_intervals,29120061,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r062,HS_n2_b1,DEV,same_input_repeat,29120062,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r063,HS_n2_b1,DEV,interleaved_contexts,29120063,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r064,HS_n2_b1,DEV,change_k,29120064,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r065,HS_n2_b1,DEV,change_q,29120065,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r066,HS_n2_b1,DEV,change_tau,29120066,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r067,HS_n2_b1,DEV,change_t,29120067,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r068,HS_n2_b1,DEV,change_omega,29120068,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r069,HS_n2_b1,DEV,change_g,29120069,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r070,HS_n2_b1,DEV,g_zero,29120070,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r071,HS_n2_b1,DEV,joint_parameters,29120071,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r072,HS_n2_b1,DEV,joint_sample,29120072,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r073,HS_n2_b1,DEV,repeat_q_then_separate,29120073,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r074,HS_n2_b1,DEV,repeat_dtau_then_separate,29120074,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r075,HS_n2_b1,DEV,change_L_analytic,29120075,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r076,HS_n2_b1,DEV,small_nonzero_g,29120076,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r077,HS_n2_b1,DEV,longer_legal_intervals,29120077,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r078,HS_n2_b1,DEV,same_input_repeat,29120078,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r079,HS_n2_b1,DEV,interleaved_contexts,29120079,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r080,HS_n2_b1,DEV,change_k,29120080,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r081,HS_n2_b1,DEV,change_q,29120081,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r082,HS_n2_b1,DEV,change_tau,29120082,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r083,HS_n2_b1,DEV,change_t,29120083,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r084,HS_n2_b1,DEV,change_omega,29120084,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r085,HS_n2_b1,DEV,change_g,29120085,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r086,HS_n2_b1,DEV,g_zero,29120086,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r087,HS_n2_b1,DEV,joint_parameters,29120087,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r088,HS_n2_b1,DEV,joint_sample,29120088,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r089,HS_n2_b1,DEV,repeat_q_then_separate,29120089,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r090,HS_n2_b1,DEV,repeat_dtau_then_separate,29120090,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r091,HS_n2_b1,DEV,change_L_analytic,29120091,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r092,HS_n2_b1,DEV,small_nonzero_g,29120092,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r093,HS_n2_b1,DEV,longer_legal_intervals,29120093,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r094,HS_n2_b1,DEV,same_input_repeat,29120094,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r095,HS_n2_b1,DEV,interleaved_contexts,29120095,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r096,HS_n2_b1,DEV,change_k,29120096,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r097,HS_n2_b1,DEV,change_q,29120097,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r098,HS_n2_b1,DEV,change_tau,29120098,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r099,HS_n2_b1,DEV,change_t,29120099,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r100,HS_n2_b1,DEV,change_omega,29120100,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r101,HS_n2_b1,DEV,change_g,29120101,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r102,HS_n2_b1,DEV,g_zero,29120102,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r103,HS_n2_b1,DEV,joint_parameters,29120103,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r104,HS_n2_b1,DEV,joint_sample,29120104,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r105,HS_n2_b1,DEV,repeat_q_then_separate,29120105,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r106,HS_n2_b1,DEV,repeat_dtau_then_separate,29120106,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r107,HS_n2_b1,DEV,change_L_analytic,29120107,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r108,HS_n2_b1,DEV,small_nonzero_g,29120108,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
